,bjet0_pt,ak4_jet0_pt,all_mInv,ak4_jet2_bscore,ak4_jet1_bscore,min_b_l_dPhi,lep0_pt,ak4_jet1_pt,min_b_lnu_dPhi,WW_pt,bjet_bijet_dPhi,ak4_jet2_pt,all_mT,trijet_pt_rat,ak4_jet0_bscore,min_b_l_dR,ak4_jet3_pt,all_pt,jj_l_dPhi,trijet_bijet_dR,blnu_lnu_mT,jj_lnu_dEta,jj_lnu_dR,trijet_pt,jj_l_dR,ak4_jet3_bscore,jj_l_dEta,WW_mT,blnu_bl_mInv,trijet_mInv,lep0_iso,nAK4_nonbtag,nAK4_btag,bjet_bijet_dEta,bjet1_pt,ak4_jet0_eta,ak4_jet3_phi,ak4_jet1_eta,lep0_phi,ak4_jet2_eta,ak4_jet3_eta,nAK4,met_phi,ak4_jet1_phi,ak4_jet2_phi,lep0_eta,trijet_bijet_dPhi,mjj,bb_lnu_dEta,WW_mInv,all_jets_HT,bjets_mean_pt,met_pt,blnu_mT,bjets_dPhi,bjets_dR,all_sT,trijet_bijet_dEta,jj_lnu_dPhi,bb_lnu_dPhi,bjets_dEta,bjet_bijet_dR,bb_lnu_dR,bjets_pt_bb,bjets_mbb,blnu_pt
bjet_bijet_dPhi,0.007611819809454567,0.015224950940478297,0.02586486904133361,0.01433315030670256,0.01373091141189972,0.08505323765954675,0.015692635325583404,0.021445038285606732,0.11328467781144308,0.01848820384137928,0.0,0.013749661702322735,0.025728004687026636,0.00469639649575242,0.009996397659032498,0.013995117474832695,0.008957546660046044,0.0020307914758629416,0.09966449155287418,0.00471085672652679,0.001965728746945918,0.011290590535692225,0.0018886887832595578,0.00859980100256927,0.005913290952370035,0.012054886071249238,0.008858264057545707,0.018046110971834874,0.006009485275714611,0.03594406327954349,0.02257737467039599,0.018233776278076957,0.019055665611028966,0.0036563940793018592,0.03553412138033798,0.00321278459940214,0.0016282679972545527,0.020231563475587657,0.0026375669314018394,0.01569252961857904,0.013432142754289996,0.007467022397330851,0.003957762777916006,0.006921090524323173,0.0007342481053219309,0.015142379965297532,0.05159042046422668,0.024640927656135937,0.010746826834682595,0.017157851831612787,0.019923380415317528,0.01904176787448003,0.010462112599095571,0.014037113825874643,0.045015928250712274,0.01030456425665341,0.0157245953554459,0.005913211091671559,0.061687553730433886,0.023718504504653737,0.013091864029580642,0.00462877867184289,0.010966531915157457,0.025523092760502384,0.006575725784613106,0.008208504201053976
ak4_jet2_pt,0.21394331478669215,0.1619770416286423,0.09401299122983164,0.04188372309439092,0.027554531831606083,0.01650308881776401,0.125712668835237,0.05407885517411515,0.016966741126387623,0.07504095718449272,0.013749661702322735,0.0,0.09433522245093462,0.17102265373736475,0.08287123210229079,0.21882466649866716,0.05636339190855422,0.01804394126833244,0.00872928623825144,0.008579568233225032,0.10917314562471993,0.013602093306881067,0.042018100898876226,0.2029036223399952,0.05488377157949397,0.04033177030386592,0.017650129446238866,0.06562828540826388,0.03912018816141763,0.021275614969684387,0.01051588684472808,0.025287219911775877,0.01987060735738026,0.02582220471242241,0.08383879508896258,0.0076445821431811,0.015312847460899202,0.006539044514044551,0.009519535323922778,0.017947716646094156,0.005842849451608176,0.02432952089420093,0.006064624401793708,0.0014060435287476338,0.004538919000931493,0.00768147382569963,0.017617480190307688,0.004425416948517447,0.018261785595822796,0.09870502881401516,0.05136210675997166,0.13651704912010643,0.04845743042349493,0.12846275867270163,0.008731152768794641,0.19988785243828458,0.0845318303587288,0.0168135234059273,0.008380823772586362,0.002896941853203516,0.018963339685091115,0.052450552591822616,0.0308356522527852,0.03365318051124655,0.21571548025217402,0.20340756807197563
all_mT,0.0560359868058935,0.09965561471683204,4.802595384245656e-05,0.0021870027074270965,0.024082982438684425,0.009904969611876042,0.06231232312110779,0.07325820974801744,0.008654068680895667,0.09569616795693248,0.025728004687026636,0.09433522245093462,0.0,0.03768382597234354,0.0018854939778957525,0.16813678522324887,0.11434813477872685,0.010923649715123315,0.014391751557590664,0.06114345039685588,0.008417124718350877,0.04453060459273229,0.047266432050779794,0.06752363665086158,0.06297012389211443,0.030586968628184732,0.04192813507645046,0.004694888180476919,0.019324487239377353,0.03781995668839511,0.006753742514821582,0.07303063565243784,0.020375450281671474,0.034653889796848567,0.08360644234620818,0.010784993629201848,0.003043154397563849,0.005446634674903266,0.0034024796370879817,0.0022040277355672255,0.0010257858129932387,0.07676402649134273,0.004598746692080133,0.017814444614411215,0.017359973341549872,0.018434570093868615,0.02358548725956831,0.0013802806130651657,0.010200999716585966,0.04025233164161268,0.0665878887504463,0.016509546247272244,0.018317293313852734,0.04637452465231062,0.0010496510091840374,0.11568362017651285,0.03787202393414957,0.0207008063112259,0.03138133955074456,0.0023102948954396955,0.002674012529509947,0.013234983547278728,0.05123874812148542,0.020578737809952674,0.07985941234059107,0.05309228819500811
trijet_pt_rat,0.12130801104407585,0.1084330391106254,0.039039025465683636,0.060183495671170074,0.07191528848958381,0.05922463668920164,0.081918585236112,0.16166068675423115,0.05923021331939559,0.16348222679665927,0.00469639649575242,0.17102265373736475,0.03768382597234354,0.0,0.0794813973239691,0.028411531294326803,0.1272650632646892,0.07337638041531828,0.024682400437487362,0.01607940498335353,0.036548688698202825,0.02353793810525537,0.20037688985936875,0.04515185794920762,0.21427666604756865,0.03803524432421672,0.023410205215727228,0.02955292602601567,0.004955942136610339,0.005024501840852846,0.007087676057605293,0.03215122465215106,0.12609159962329142,0.006627721170618449,0.19248968930604915,0.015699191526795234,0.008622736716813802,0.003472677993072863,0.006896543939601012,0.015801028228816183,0.011191543420105901,0.04235723768254962,0.004747343860031634,0.018440294978026347,0.0008853074884995965,0.004069332189760847,0.007197947305577319,0.10967114030653173,0.01687491183333563,0.07048758307505998,0.14625732446854253,0.21369828379962902,0.005059636667204798,0.05870278168397297,0.003485958805587989,0.031139803344560346,0.12142140466983412,0.00466569246551919,0.004158024380490414,0.0008547016388312343,0.021845173455517453,0.03960341029700287,0.0015816146519452706,0.11043311061703678,0.04452080089476457,0.0028137203758829554
ak4_jet0_bscore,0.00861577496625654,0.13239305890526193,0.002411645439545973,0.018044384744524744,0.11654815045049638,0.011123161728421663,0.09692613675253667,0.0571607233273312,0.0013700608509217838,0.20259464252700296,0.009996397659032498,0.08287123210229079,0.0018854939778957525,0.0794813973239691,0.0,0.12349858587472481,0.07980894990941631,0.025516817911786498,0.0004961215806692282,0.02570713244411854,0.1315231178732745,0.032026080964186965,0.12652135825777092,0.016780484591203376,0.13789549389420713,0.03993327756075479,0.029772780772377393,0.0222921131744942,0.06547737978751417,0.016863999270305102,0.008816240929743759,0.0027429211266323528,0.047195225028617116,0.015400555913553396,0.06233287013085064,0.01012056231816433,0.029495577513221193,0.021539047606762896,0.023933632828847272,0.0001561495561847641,0.008245111604180764,0.03323795031940402,0.017696759836101774,0.015200464886321263,0.00021867306356934132,0.021807531750978302,0.01540192905132871,0.05173757736890022,0.003638277079020704,0.007543492208482272,0.004777271270817535,0.040522099609376305,0.10182149577528003,0.07058637215311467,0.0032969141947429056,0.18567779659612865,0.05063588116133756,0.01345273257255725,0.011898498455625135,0.004932147087778408,0.00955318072288126,0.11844602690700928,0.0914888070681566,0.17982140733007487,0.12623328967622216,0.002698845425595009
min_b_l_dR,0.15930405710898637,0.17555005459786155,0.1685132020172421,0.10199917238050289,0.16858930548137468,0.03524159903045078,0.15295711426524833,0.24208361560754266,0.04314580695934981,0.2250035464512185,0.013995117474832695,0.21882466649866716,0.16813678522324887,0.028411531294326803,0.12349858587472481,0.0,0.1593627292341158,0.0002238071733781169,0.01665285670961261,0.012910390008057604,0.11841969704960725,0.0020543609386847353,0.11816029713509282,0.08683517588787107,0.05663727000763,0.0002662263198552634,0.0018396073748575496,0.08512154234985503,0.07914282582962329,0.084727448018472,0.010699569176447942,0.12506780390826946,0.2857613713705999,0.023896042830304758,0.29812221788930193,0.010206754077116766,0.008103400961653191,0.010328687590035886,0.01927834892745189,0.008376116500288043,0.00997890968001494,0.0591601029259928,0.019126709386530247,0.019698891166170972,0.00594420906175955,0.007197648446057006,0.007933205580680924,0.011251390525292906,0.023199779721663247,0.038782827024000974,0.2176846044617914,0.3001963699872373,0.054783494413768646,0.24627391381133523,0.008210720459611425,0.19778744363322054,0.2332918848424159,0.02763351557191252,0.014114511065464868,0.007740036397671377,0.007291866620969721,0.10432115422803924,0.02079044684792075,0.26555856466312217,0.07572557798503882,0.09783057608745008
ak4_jet3_pt,0.16713687237762803,0.1517178112708329,0.1139842390626431,0.030214303174315758,0.044492681048032195,0.029528918785036825,0.12494975608496195,0.08111321458836296,0.03858338760985928,0.1102443273766745,0.008957546660046044,0.05636339190855422,0.11434813477872685,0.1272650632646892,0.07980894990941631,0.1593627292341158,0.0,0.019396367415819335,0.010824589994269874,0.030941874810331255,0.12792052136476612,0.005425727847943531,0.016051112199948606,0.18454774989068295,0.03216577795545028,0.03221846194718636,0.007355710239131679,0.09422020344596915,0.008137053884842954,0.0632005928064242,0.004329871056271575,0.027863597499623638,0.02273340706516494,0.014874193459916293,0.06753212957394653,0.011533699394565613,0.011891127332926613,0.003232286902127875,0.008989261402989229,0.0031213627659370975,0.02195230807421604,0.021514504347444396,0.011413515300004062,0.008780500842229486,0.005164516583517685,0.003017611525665421,0.009012059718083556,0.033461060865332126,0.006761571571386542,0.11558224309066362,0.06708595122024119,0.11825039366753698,0.06693122291482448,0.12891273023661565,0.00813698507737627,0.14836307525832343,0.10525947955849191,0.012835539626739334,0.010523956625450102,0.020319784802704348,0.00562570410058711,0.021867570534460447,0.015422663159233824,0.05473379006294349,0.15710587534882214,0.1734014652917197
all_pt,0.035687179432479864,0.015636565871210803,0.012715964177035771,0.00627874280840001,0.015878273083233054,0.014631117930607122,0.009664654600497875,0.01998014347839239,0.011814025592161992,0.1077399103896905,0.0020307914758629416,0.01804394126833244,0.010923649715123315,0.07337638041531828,0.025516817911786498,0.0002238071733781169,0.019396367415819335,0.0,0.00733850597884744,0.0450853970740505,0.0025869957868414617,0.010702881194146094,0.09793711550413632,0.05824627935550741,0.07430624025211961,0.0021836010760776063,0.0041148644567450725,0.00095763336812138,0.027884879261309184,0.037291642573073366,0.013491285808623722,0.005317187760853416,0.012117317470431356,0.008112844006404841,0.015994346179617928,0.03232057486030742,0.010706844897703746,0.008227773321860015,0.018939991461721567,0.015935524787430825,0.008123364586969275,0.0025250903307610408,0.007531359221837161,0.017782352991722483,0.0068760810502178455,0.00485176993176571,0.004415791752747191,0.011325440984213522,0.026435517431189676,0.011062537715547785,0.014030673932003024,0.029747453901125338,0.017883000510470745,0.023856954025301857,0.00046519836986804467,0.035275883419250226,0.006663216652765189,0.017810932074732944,0.020826808572249958,0.013181716609202442,0.008703256497979383,0.07961400200462049,0.0240155296876753,0.06134584481746845,0.014093504403291168,0.007908384639641372
jj_l_dPhi,0.0024802481277338526,0.0021240769785831845,0.014545607427561068,0.017418098204952794,0.006790186128817035,0.04409263477437225,0.020853840792090874,0.01120083236186397,0.06432283072263642,0.02072166752784517,0.09966449155287418,0.00872928623825144,0.014391751557590664,0.024682400437487362,0.0004961215806692282,0.01665285670961261,0.010824589994269874,0.00733850597884744,0.0,0.009596885427875932,0.006558776211870548,0.0034673174425633503,0.014813188112719243,0.008501929651537286,0.008260011407989112,0.014636409225386856,0.0014919121306463472,0.012839043354307592,0.000687019196935406,0.029023960945051587,0.0044639759360365384,0.0014194936113166759,0.004262994209785355,0.0007826740399389936,0.0038403127518525392,0.0158214013028827,0.008253885755180723,0.0007590042671964137,0.009565879228486236,0.00031340728470456724,0.019614703596512042,0.0015826171158561,0.004763564349308051,0.00303696452752139,0.013408119441644719,0.005306239799960047,0.09450408905266586,0.011019680548645161,0.005027274074865647,0.009976828213895875,0.0014206763218030892,0.004837398426457437,0.004900348508623491,0.004122681492860103,0.09106980685070062,0.005877054369479818,0.002416441459431638,0.006121795916290786,0.1512908100488336,0.09158577304606103,0.0003976506457093029,0.02371434924215399,0.006794916665915071,0.015110759017397116,0.007000639776736892,0.014163243611468574
trijet_bijet_dR,0.12013467109933422,0.2062454428641206,0.06194046874746609,0.008388463742950242,0.0061518529177920465,0.010656340904562425,0.15200521026385536,0.014752743089132658,0.03399231393548585,0.1778154495313533,0.00471085672652679,0.008579568233225032,0.06114345039685588,0.01607940498335353,0.02570713244411854,0.012910390008057604,0.030941874810331255,0.0450853970740505,0.009596885427875932,0.0,0.17957668108368896,0.009059850276458226,0.10246150997575601,0.06571826977748052,0.0965125318363638,0.006356689108576036,0.011586552153423822,0.0613447579889837,0.10392484207961981,0.054461932983297434,0.009872198559195114,0.03794565348597398,0.044817314815656664,0.026519539444353393,0.004906350119630226,0.024087897795619522,0.003449788235597255,0.004476276298016563,0.020281123743403795,0.002972824871293007,0.013495268133353899,0.023794932019476855,0.009214751347900554,0.005664293874929619,0.0056042972072124254,0.0010851505102532038,0.01106774914728394,0.056635543193457455,0.01704561216673757,0.029887878627195913,0.0711447803051195,0.12935555862635692,0.13141247506566278,0.04417305726135791,0.0048028777935428014,0.11363548087285218,0.13177972513465436,0.04384388669142608,0.00671128099389967,0.0053253049842891635,0.018867402900751604,0.04792686507066524,0.002004967456091633,0.1669482549246806,0.05303606368737898,0.0827382549314962
blnu_lnu_mT,0.05296203658548612,0.0697237267593036,0.008855931441814846,0.03992427749236786,0.10900456880149656,0.0075916646304216365,0.03461381569288269,0.07033539222035531,0.03479654770232811,0.05200929303027799,0.001965728746945918,0.10917314562471993,0.008417124718350877,0.036548688698202825,0.1315231178732745,0.11841969704960725,0.12792052136476612,0.0025869957868414617,0.006558776211870548,0.17957668108368896,0.0,0.007095042106966482,0.07767271592291941,0.04102566722046641,0.10787552455490523,0.03423511652714745,0.009554438425790492,0.03307325411921136,0.0021687077874086025,0.04676733503815139,0.0075836110770289705,0.13758794321716297,0.09533781458012705,0.021469207225440313,0.0009814271406665964,0.014864362279980007,0.026976834912882126,0.015091536961813664,0.018898695298753716,0.030393305025396906,0.02322220937301581,0.09194169825012112,0.0009674622283096818,0.001162818574156612,0.0013379250113022456,0.00619784067644706,0.0027843602856835745,0.015222827630702429,0.017055954609078015,0.06783729447936981,0.09491630096679698,0.07699820958515455,0.006124483760762245,0.042856661801489726,0.0028320649646238283,0.08708238066352628,0.012861164189630014,0.024098014976836623,0.004033098824170098,0.009273798205076457,0.013584255699088324,0.015916443970156777,0.03045121954948755,0.07076313955478011,0.007007373978043463,0.03514735165056748
